Gene symbol,GSM1686438,GSM1686442,GSM1686436,GSM1686440,GSM1686444,GSM1686437,GSM1686441,GSM1686445,GSM1686435,GSM1686439,GSM1686443,Variance
EVPLL,13.2754,13.3061,13.632,13.4108,7.77172,13.5807,13.9467,8.109,13.8341,13.2789,8.46167,6.477859106
H3F3AP4,12.899,13.0821,13.3322,12.6082,7.73218,12.4989,12.9298,7.573,12.9504,12.5187,7.44919,6.117769486
LINC00608,12.6427,12.976,12.6309,12.6156,7.50483,12.6969,12.6532,7.43183,12.2396,11.7447,6.97236,6.063496725
LSP1P3,13.3342,13.0342,13.1695,13.397,7.84621,13.3393,13.3911,8.11474,13.1987,13.1052,8.16028,5.931740113
CC2D1B,12.7116,12.6974,12.7301,12.4928,7.33087,12.7681,13.5238,7.78854,12.7675,12.9689,7.94664,5.859712798
ZCCHC18,12.8584,13.0079,12.9581,12.6641,7.64296,13.0067,13.5644,8.06543,13.1165,13.0477,8.00069,5.787208675
RPLP1,13.8825,13.6484,13.9738,13.8395,8.6949,13.9379,13.9584,8.74119,13.8283,13.95,8.96841,5.633687511
UBA5,12.3629,12.5066,12.7332,12.2914,7.28154,12.3348,12.7673,7.47102,12.6807,12.4728,7.61133,5.62534292
AMY1A,13.5932,13.7159,13.2914,13.4012,8.28455,13.7974,14.0945,8.95179,13.4562,13.4983,8.60016,5.509654889
PLXNA4,13.0267,13.0079,13.0505,12.9158,8.01009,13.3288,13.5186,8.214,13.1077,13.1062,8.14479,5.505062937
ECRP,12.5407,12.3455,12.006,12.3265,7.41304,12.7279,12.2701,7.47244,11.976,12.6043,7.31459,5.397311958
CLDN24,11.881,11.8391,11.8732,12.088,7.05822,12.057,12.4643,7.07747,11.8084,11.7665,6.98716,5.342776346
RPL23AP64,14.0579,13.9314,14.0078,13.9607,9.10772,13.7769,14.0083,8.80809,13.7172,13.6202,9.01454,5.278740949
PTMA,12.6225,12.6846,12.9881,12.2474,7.61096,12.9311,13.0212,7.94277,12.861,12.4413,8.00494,5.241175388
RAMP2-AS1,14.3637,14.1672,13.9313,14.4391,9.31636,14.5072,14.6278,9.41533,14.1917,14.1838,9.71965,5.108133403
HSPA1A,12.9262,12.7582,12.6547,12.4214,7.74965,12.6729,12.6082,7.72617,12.2035,12.1817,7.80641,5.060424
CAPZA1,11.6826,12.0704,11.9303,11.387,7.18341,11.8206,12.2188,6.97379,11.9555,11.6829,7.02251,5.042344105
UQCRH,12.4449,12.6031,12.6948,12.2967,7.38904,12.518,12.7715,7.92405,12.651,12.3407,8.06151,4.965205929
TMEM251,12.8779,12.7185,12.7615,12.582,7.78374,12.8454,12.9999,7.86547,12.7523,11.9609,8.2475,4.947411496
LOC283332,12.4194,12.3655,12.1494,11.6722,7.51241,12.2295,12.2907,7.28053,12.1098,11.9251,7.50038,4.894535909
DCAF13P3,12.8087,13.012,13.1317,13.245,8.42942,13.0723,13.5252,8.28846,12.8949,13.1853,8.45491,4.893655751
PCBP4,12.8138,12.6854,12.548,11.865,7.88805,13.1255,13.019,8.01506,12.857,13.0004,8.28355,4.892708298
GALT,14.6828,14.2929,14.3106,14.2572,9.64352,14.8449,14.5127,9.70577,14.3787,13.9887,9.78857,4.862327665
CRK,12.8871,12.7951,12.9358,12.8536,8.09595,13.2056,13.4143,8.3926,13.3365,12.9027,8.56605,4.850373999
LINC01018,12.7475,12.6355,12.5081,12.844,7.96414,12.7531,13.0744,8.02264,12.3809,13.0004,8.16072,4.847434984
OR8U9,11.97,11.6993,11.863,12.0229,7.33094,12.1186,12.4138,7.38681,12.0078,11.9948,7.30443,4.789274731
MEOX2,11.5052,11.4901,11.5469,11.8137,6.93617,11.4411,11.838,7.0913,11.432,11.649,6.87518,4.681493984
TNFSF14,12.6112,12.4868,12.8742,12.0769,8.05704,12.6328,12.5719,7.77105,12.6847,12.2328,7.93792,4.665291535
FBXO21,11.8247,11.4119,11.6733,11.804,7.02208,12.0077,12.2141,7.4788,11.7303,11.788,7.15046,4.645700355
LOC100132781,13.0553,12.812,12.9975,12.6721,8.20023,13.1389,13.1826,8.28094,13.457,12.8816,8.85754,4.640807854
KDELR2,12.1646,12.2572,12.3991,11.7881,7.57533,12.1694,13.0628,7.74411,12.3463,12.5701,8.07609,4.617335669
MAP3K14-AS1,13.325,13.2825,13.2374,13.5296,8.60491,13.3746,13.6385,8.83506,13.1801,13.5953,8.99345,4.613422891
MSL3,12.6749,12.8842,13.0194,12.6127,8.38009,12.9891,13.0713,8.3828,12.9129,12.7448,8.14205,4.564487508
FRG2DP,11.7338,11.6928,11.7205,11.6599,7.25369,11.7867,12.008,7.20239,11.8935,11.591,7.14247,4.552447175
LOC440040,13.3738,13.4576,13.5018,13.4001,8.80816,13.214,13.7099,8.88364,13.2498,13.2032,8.81618,4.543305772
AADACP1,12.8836,13.2132,13.3079,13.067,8.36285,14.1242,14.4319,9.64833,14.0521,13.8751,9.68045,4.543186273
MRPL35,11.8802,11.8676,11.8659,11.575,6.87522,11.0729,11.0258,6.7505,10.9518,10.7349,7.06633,4.531222217
PERP,12.5192,12.5632,12.5087,12.2867,8.37141,10.8077,10.9994,6.96755,10.5024,10.363,6.98507,4.525223362
SUMO2,12.5286,12.6614,12.9711,12.1995,8.37351,12.2154,12.7595,7.79341,12.4736,12.3445,7.93728,4.456919905
GOLGA8O,13.4731,13.3395,13.4316,13.6268,8.91955,13.5652,13.8784,9.23999,13.3232,13.3614,8.87968,4.424669839
MTFR1L,11.7811,11.6261,11.9004,12.1541,7.43493,11.7572,12.2955,7.56971,11.9146,11.8744,7.30831,4.406188852
LOC146880,10.5154,10.847,10.7481,10.2627,6.57766,11.9964,12.4282,7.43577,12.1439,12.0571,7.58104,4.384913281
PPP2R5C,11.397,11.377,11.4223,11.2933,7.16386,11.4375,11.8169,6.75592,11.5224,11.5271,7.11731,4.370982956
FAM226B,13.4245,13.4242,13.3644,13.6136,8.97843,13.4776,13.8959,9.21829,13.4431,13.3194,8.92823,4.356080815
ANXA2P1,12.1837,11.8498,11.9943,11.4951,7.28257,11.7265,11.5705,7.10719,11.2858,11.1281,7.30965,4.355436998
LOC100131257,11.9422,12.2593,11.9986,12.0806,7.57499,12.0046,12.4613,7.58947,11.8745,12.0947,7.79718,4.320766218
SNORA36A,12.9516,12.9833,12.6811,12.8245,8.34867,13.0635,13.1848,8.4451,12.8279,13.0585,8.73846,4.320327797
ARL17B,12.5755,12.6191,12.57,12.3507,7.8599,12.8624,12.643,8.45037,12.1876,12.0968,7.90934,4.319972337
CCDC175,12.4719,12.5464,12.1501,12.3528,8.04262,12.1907,12.4933,7.94316,12.1799,12.0417,7.82867,4.184329214
LINC00240,11.4239,11.551,11.7057,11.0091,7.07254,11.4705,11.5862,7.05507,11.4756,11.5657,7.2506,4.155865461
SLC22A23,13.8862,13.4914,13.8672,13.5488,9.17447,13.9936,13.7844,9.354,13.7733,13.3814,9.63856,4.12825651
LOC644189,10.7891,10.9466,10.5192,10.8593,6.62421,11.1844,11.4253,6.73084,10.4963,10.9855,6.43951,4.112091715
LOC100133315,11.7225,11.4149,10.7963,11.7782,7.0682,11.2991,11.8126,7.00366,10.8249,11.426,7.24082,4.112067456
ARAP1,12.107,11.869,12.0999,12.1507,7.52925,12.1689,12.2809,7.87276,11.7611,11.8733,7.77792,4.086391228
YWHAEP1,12.4619,12.2672,12.3195,12.4822,7.95306,12.5093,12.9144,8.20549,12.3594,12.5036,8.41827,4.044369826
TCF24,11.0556,11.0609,10.8789,11.0455,6.64983,10.8784,10.9959,6.79316,10.5693,10.7434,6.40998,4.036652501
FAM167A-AS1,12.2022,11.6722,12.0765,11.4473,7.60676,10.8511,10.4746,6.94069,10.6192,10.3792,6.87231,4.028013216
PTGES3,11.9472,12.2927,12.2246,11.8008,7.63242,12.5263,12.838,8.33855,12.8157,12.1987,8.34545,4.027183161
KPNA2,10.3516,10.6645,10.451,10.1783,6.69011,11.6401,12.0282,7.13622,11.6688,11.9283,7.38446,4.010344546
HACD4,12.256,12.3197,12.0887,12.121,7.68939,12.3903,12.4709,8.33203,11.5909,12.0078,7.7266,4.001570333
NEIL3,13.0284,12.7652,12.9385,13.0591,8.79201,12.5766,12.8897,8.36487,12.6862,12.3158,8.44571,3.99220211
RYK,11.1861,11.3301,11.8369,11.5356,7.13241,11.225,11.87,7.17952,11.4131,11.5721,7.47125,3.966707194
G3BP1,10.9341,11.1168,10.913,10.0444,6.78683,10.9824,10.9826,6.70148,10.8188,10.8091,6.39564,3.928401442
THOC2,14.516,14.1818,14.3288,14.077,9.97551,14.5823,14.396,9.88823,14.3989,13.9214,10.4199,3.910813367
LOC284648,11.3543,11.7427,11.6411,11.9754,7.45286,11.409,11.7451,7.4352,11.3708,11.498,7.26318,3.900487321
BASP1P1,11.0355,11.0455,11.197,10.6803,6.79168,10.9292,10.866,6.84234,11.276,10.7038,6.65539,3.889295155
FCGR3B,13.2404,13.0856,13.1906,12.9768,8.88735,13.3706,12.9944,8.80404,13.0159,13.0107,9.00761,3.885114503
FLVCR1-AS1,11.7924,11.8526,11.7072,11.8022,7.5946,12.0417,12.0137,7.56873,11.648,11.8232,7.71342,3.880355154
HAPLN3,12.7327,12.7142,12.5889,12.3537,8.17885,12.7949,12.9685,8.90172,12.0967,12.3431,8.2043,3.841597944
TMPO-AS1,14.4513,14.17,14.2843,13.9789,10.2438,14.4557,14.386,9.72003,14.2,13.901,10.2558,3.816055516
C11orf91,11.627,11.5293,11.3678,11.504,6.99231,11.604,11.7114,7.50347,11.3962,11.367,7.60475,3.784547126
HSPE1,11.2523,11.3307,11.6524,10.0756,6.84594,11.9483,11.9615,7.97556,12.0519,11.7823,7.85231,3.773154834
SYPL2,11.9899,11.7574,12.0485,11.733,7.73019,12.2049,12.3136,7.90274,12.2639,11.9057,8.03953,3.772218396
HNRNPKP3,12.5641,12.5335,12.5206,12.249,8.35863,12.8082,12.6721,8.32929,12.52,12.5952,8.56007,3.76362836
CCZ1B,11.29,11.4719,11.2944,11.1254,7.16643,11.3295,11.5805,7.18464,11.2987,11.268,7.21949,3.756752881
FNDC3B,12.0603,12.2175,11.7018,11.9635,7.85587,12.5376,12.9881,8.47357,12.2538,12.8715,8.49928,3.740704089
MOXD2P,12.1036,12.1113,12.3757,11.5909,7.85018,12.1093,12.1947,7.94767,11.7278,12.0851,7.97655,3.736080321
NANOGNB,11.5377,11.6787,11.7736,11.0485,7.73912,12.1965,12.283,7.71876,12.2923,11.8483,7.85701,3.726347236
YPEL5,13.172,12.9436,12.5696,12.7889,8.68007,13.1393,13.1842,9.15826,12.3385,12.7878,8.53198,3.710532902
BNIPL,11.0475,10.9475,11.2433,11.4735,11.3327,7.51035,7.96035,7.37451,7.30916,7.4204,7.72733,3.699241713
LOC100130476,11.6527,11.4755,11.4741,10.7623,7.33815,11.5339,11.8344,7.32272,11.3814,11.4052,7.47983,3.664993075
PRKAR1A,11.8325,12.1976,12.2326,11.8337,8.211,11.3007,11.6244,7.39545,11.3661,11.1617,7.45434,3.657320169
AMY1B,11.4912,11.7895,11.1261,11.4596,7.24359,11.7558,12.261,7.81234,11.2489,11.5097,7.58331,3.654706542
HMGB2,10.4546,10.5417,10.8336,10.1271,7.35543,11.9049,12.2921,7.78881,12.4158,12.1181,7.79315,3.59744523
BPIFA4P,12.1481,12.339,12.4312,12.2879,8.42067,12.3523,12.7401,8.19334,12.0787,12.6353,8.40838,3.59219368
FGF14-AS2,11.5172,11.7856,11.48,11.2184,7.65111,11.916,11.8605,7.60491,10.913,11.1383,7.21836,3.573468265
SBDS,11.4604,11.4079,10.8169,10.7353,7.30178,11.477,11.6711,7.29456,10.9306,10.9288,6.96864,3.572503528
SUMF2,14.3016,14.0854,13.9369,14.1482,10.0113,14.1769,14.2668,9.95089,14.0171,13.7451,10.211,3.565385019
CBY3,12.0242,11.9902,11.6018,11.882,7.83935,12.5096,12.8674,8.3941,12.1241,12.4844,8.45151,3.555375196
NLGN2,11.6213,11.656,10.9715,11.2989,7.08125,11.5202,11.9073,7.65146,11.5069,11.4434,7.76932,3.553343771
VPS13A-AS1,10.6566,11.159,11.1417,10.4218,6.84625,11.2185,11.1862,6.97406,10.9961,10.6792,7.00424,3.541036394
UMAD1,13.2236,13.2275,13.4397,12.5813,9.34845,13.4686,13.5142,8.67053,13.2933,13.1246,9.81872,3.540962421
SIGLEC9,14.3123,13.9996,13.9958,13.7227,10.0939,14.1919,13.7492,9.83195,13.8472,13.8449,9.9726,3.510791051
ARMT1,10.9088,11.6269,11.3534,10.927,7.33895,10.8351,11.2436,7.1691,11.6655,11.2982,7.29407,3.503343089
NDUFB9,11.1598,11.4386,11.1932,11.1475,7.07858,11.0785,11.6834,7.41211,11.046,11.2001,7.31509,3.484782728
C7orf72,11.693,11.7412,11.6119,11.3027,7.3858,11.8973,11.912,8.14271,12.115,11.1558,7.70094,3.479678042
LOC646626,13.4606,13.7785,13.7251,13.7278,9.9933,13.6191,13.56,9.27977,13.2471,13.0241,9.43865,3.476185599
LZTS1,14.021,13.8571,14.0042,14.0409,10.0334,14.1658,14.2957,9.87238,13.843,13.8483,10.2092,3.464892773
YY1,11.0405,11.4275,11.4846,10.9207,7.18532,11.0981,11.4083,7.2404,11.4544,11.1051,7.41624,3.462299952
EPCAM,11.7811,11.7797,12.0429,11.1438,7.8965,11.9826,11.7922,7.73369,12.2132,11.6091,7.92933,3.462050059
SEMA3C,10.9832,11.5433,11.0501,10.2629,7.17263,11.2713,11.8148,7.53474,11.6272,11.4651,7.41993,3.453422032
ZNF738,12.113,12.3627,12.608,12.0417,8.29739,12.1045,12.5153,8.15561,12.1172,11.876,8.35665,3.446218398
DKFZp779M0652,12.4022,12.253,12.3334,12.4364,8.57515,12.3717,12.8141,8.1408,12.4966,12.2664,8.70382,3.441255085
KYNU,14.1095,13.8502,13.9718,13.8278,9.86569,14.2518,13.9991,9.90704,13.7841,13.7793,10.2109,3.435094824
LOC727896,12.4086,12.5379,12.4909,12.3155,8.37337,12.715,12.8427,8.7823,12.5544,12.9595,8.83983,3.429958511
NHP2,12.0265,11.9265,11.9686,12.1166,7.6148,12.0625,12.2239,8.32051,11.9796,11.7282,8.26153,3.429827207
MGAT5,12.9314,13.2291,12.9689,13.5324,9.38231,12.8963,13.7874,9.25183,13.1357,12.6715,9.13479,3.394103821
PNPT1,13.3756,13.5129,13.1418,13.079,9.15954,13.5599,13.6651,9.90489,13.0191,13.0376,9.15364,3.39107382
MCTS1,10.7124,10.8709,10.655,10.3966,6.53719,11.0491,11.135,7.09043,10.9117,10.6458,7.04865,3.386685364
CCKBR,12.1583,12.1903,11.9306,12.4055,8.20852,12.2683,12.6838,8.21164,12.1062,12.5752,8.77064,3.37136984
RAD21,10.629,10.7183,11.0717,10.4653,6.80208,11.1693,11.5017,7.44975,11.4253,11.4377,7.35813,3.370733951
SPTSSB,11.839,12.6677,12.0924,12.1084,8.32115,11.7304,12.1068,7.96466,12.0907,11.9679,8.2641,3.366452102
CEACAM6,8.45283,8.82024,9.43207,9.20081,9.23928,12.2443,12.5834,12.4578,12.457,12.4612,12.7992,3.364477556
CDKN1B,11.0084,11.4268,11.4727,10.9153,7.25942,10.624,11.0324,7.27361,11.1413,11.064,7.04844,3.359837296
OR56A5,11.2992,11.4844,11.5489,11.3083,7.48265,11.5247,11.9234,7.63787,11.3868,11.6312,7.72845,3.345417186
WSB2,10.4634,10.6599,10.4596,10.4054,6.67685,11.0347,11.1829,7.11908,11.2065,11.2856,7.17593,3.342885666
S100A13,10.6161,10.9396,11.0319,10.8279,7.01862,10.925,11.5097,7.45596,11.4379,11.499,7.41559,3.246028165
USP8,10.4266,11.0259,10.9616,10.0507,6.95428,10.5214,10.7028,6.56525,10.6644,10.2669,6.80984,3.23724788
TCAF2,11.7766,12.1243,12.0482,11.9777,8.04157,12.1462,12.3854,8.57247,11.6004,11.8861,7.93313,3.232798721
ZNF385B,11.659,11.8821,12.0255,11.1645,7.80627,12.1522,11.9757,8.13529,11.9787,11.8797,8.16707,3.230469051
RHEB,10.5899,10.4279,10.6795,10.4389,6.83759,10.6613,10.698,6.81846,10.5677,10.6153,6.58183,3.226837176
FAM182B,13.7969,13.705,13.6653,13.9184,9.77395,14.0208,14.1689,10.2276,13.7094,13.645,10.0128,3.225816373
OLMALINC,12.0352,11.9926,12.0051,11.7387,8.06788,12.1603,12.3743,8.31182,12.3287,11.6425,8.28728,3.220825199
TRIP4,13.7476,13.6762,13.6296,13.9112,9.9851,13.8143,14.1472,9.7028,13.7275,13.8965,10.3339,3.208822373
HNRNPC,11.925,11.5215,11.3497,11.4929,7.79075,11.977,11.9185,7.94286,11.8624,11.6865,7.98916,3.207492467
H19,7.35772,8.18362,8.36898,8.35592,9.3593,11.0584,11.3123,11.6707,11.5664,11.1475,12.5773,3.201756504
ZFP36L1,11.3979,11.4126,12.0473,11.5085,8.01069,11.3155,10.902,7.43947,11.3014,10.5784,7.28095,3.196797272
ADAMTS7,12.1318,12.3239,12.3416,12.2194,8.45238,13.4332,13.5686,9.52285,13.4395,13.1023,9.67726,3.19155295
BTNL10,10.5617,10.8584,10.2454,10.7815,7.11447,10.9708,11.5248,7.35398,11.1827,11.5243,7.22711,3.169069927
ARL6IP1,10.0319,10.3223,10.5272,9.97273,6.46996,10.6121,10.8541,6.82495,10.7325,10.5126,6.75585,3.164885983
NR1H3,13.7237,13.4608,13.1185,13.5253,9.68451,13.7593,13.8002,10.0515,12.9083,13.3121,9.37875,3.156638015
LGALS3,12.081,12.3758,12.2813,12.0064,8.33641,12.3691,12.6488,8.38271,12.2946,12.4846,8.9221,3.153060662
SBF1P1,11.9938,12.0579,11.7974,12.135,8.10004,12.3857,12.6622,8.55008,12.1272,12.2769,8.60152,3.152062023
FAM170A,10.1988,10.3104,10.7753,9.55137,6.04061,10.0677,10.2233,6.92551,9.7692,9.26197,6.07669,3.151028362
ACTR3,11.1474,11.4363,11.0756,10.0721,7.41159,10.7519,11.2467,7.1334,10.97,10.4446,7.00999,3.150346792
RPL23AP87,13.774,13.6933,13.8596,13.3095,10.2798,13.7994,14.1776,9.37872,13.6725,13.5744,10.3287,3.146795122
RHBDD2,11.9486,12.0759,12.1476,11.6399,8.43181,13.3553,13.7309,9.26563,13.3757,13.1456,10.0561,3.145865123
LINC01142,12.0026,12.288,12.5004,12.3529,8.55835,11.7263,12.2687,8.16729,11.9335,11.9723,8.39855,3.132882358
LOC100130673,13.2926,13.0928,12.8515,13.1181,9.32793,13.4096,13.4395,9.61133,12.5285,12.8169,9.08087,3.118352111
FTH1P3,13.2641,13.0999,13.3092,13.0149,9.30635,13.3993,13.4275,9.30993,13.0485,12.9819,9.68306,3.116213389
LOC100288123,10.8122,11.0262,11.1856,10.9633,7.23546,10.715,11.1589,7.17659,10.7478,11.2015,7.25208,3.104372845
TOP1P2,10.3905,10.7528,10.4494,10.2701,6.96856,10.4999,10.8038,6.88817,10.4461,10.0542,6.343,3.09188628
ZNF735,12.4255,12.2846,12.3278,12.6758,8.40593,12.428,12.7825,8.85889,12.4008,12.1842,8.83952,3.088091405
RPL23AP7,14.2966,13.9631,14.1316,14.1194,10.3153,14.3884,14.3426,10.2472,13.9521,13.9556,10.6436,3.08633115
PCSK6,9.91715,10.5319,10.6244,9.83352,6.57698,10.1646,10.3937,6.46215,10.6119,10.2183,6.67031,3.082078388
EIF3M,11.7562,11.9667,11.9491,11.3745,7.9589,11.7204,11.8899,8.0717,11.7874,11.4678,7.97619,3.080070144
STAG2,11.383,11.5484,11.4723,11.4371,7.55664,11.0619,11.3227,7.46751,11.1632,10.8917,7.6384,3.074184753
TSPAN13,11.526,11.6494,11.7085,11.3231,7.75717,11.2836,11.8526,7.74958,11.5923,11.627,7.99835,3.073545738
RPSAP9,11.4472,11.5557,11.6688,11.2251,7.75144,11.3369,11.4636,7.56298,11.4347,11.3012,7.75516,3.067247672
FAM49B,10.0046,10.2959,10.7939,9.77136,6.79908,10.6094,10.7268,6.73488,11.1621,10.4137,6.91818,3.056914192
EVA1A,13.6425,13.4908,13.6732,13.2168,9.70029,13.9522,13.8594,9.79413,13.7188,13.5773,10.3062,3.056663884
YY1P2,12.511,12.5463,12.4341,12.3264,8.79817,12.7488,12.8625,8.49888,12.6371,12.6697,9.3856,3.045003751
EYS,14.6701,14.4182,14.4601,14.3732,10.5099,14.9492,14.6382,10.8769,14.459,14.1824,11.0632,3.043595562
FGD5P1,12.6558,12.3679,12.8287,12.6265,9.00992,12.7647,12.8948,8.62721,12.8702,12.7381,9.41962,3.03778916
ACER2,10.6819,10.711,10.7456,11.1723,6.97558,10.4299,11.0193,6.99577,10.3643,10.8133,7.16023,3.037459867
ENTPD6,11.2122,11.0909,11.0162,11.1265,7.52918,11.5158,11.4876,7.41401,10.9385,11.1832,7.51975,3.032039412
ABHD5,13.3718,13.3685,13.7051,13.407,9.86425,13.8163,13.9074,9.56215,13.6923,13.7547,10.4104,3.027496245
RPL23,13.7263,13.6512,13.5944,13.3862,9.98308,13.7292,13.7776,9.55161,13.4966,13.279,10.1054,3.026198813
DCAF13,10.464,10.6959,10.457,9.7285,6.6523,10.7419,11.3187,7.30994,10.9552,10.7699,7.12588,3.01812747
LOC100130880,10.5783,11.5079,11.9905,10.7155,7.10892,9.99426,11.1818,7.80706,11.1092,10.4899,7.36448,3.006042438
RPL21P28,13.95,13.7823,13.9391,13.9401,10.1731,14.0727,14.0348,9.84095,13.8683,13.6035,10.6545,2.997389412
LSM5,10.4888,10.7852,10.7995,9.92934,6.90327,10.9858,11.1686,7.21176,10.9091,10.876,7.20493,2.992599552
UQCRQ,10.3545,10.4269,10.2077,10.8024,6.7209,10.5749,11.1661,7.42473,10.4752,11.1914,6.9247,2.990723392
HMGB1,9.15985,9.77681,9.85076,8.68723,6.51278,10.2877,10.8495,6.87839,10.9503,10.2823,6.34632,2.967611149
ANKRD34C-AS1,15.0237,14.59,14.627,14.6556,11.211,14.787,14.5958,10.5893,14.7321,14.3394,11.2557,2.961322366
SLBP,10.1554,10.661,10.0929,9.75368,6.81018,11.0553,11.2389,7.3852,11.1219,11.3,7.28843,2.959762945
FZD6,10.188,10.5796,10.4199,9.84789,6.43756,9.91932,9.87432,6.38522,10.1736,9.91031,6.60352,2.944033794
UQCRBP1,13.9307,13.704,13.8854,13.9002,10.0558,13.4724,13.6748,9.93117,13.3272,13.2567,10.0615,2.921557959
